FileName;CharacterName;ExpressionName;DialogueEN;DialogueID
1-Beach-1-8-Minigames;Elara;;;Aku cari Ayah lagi aja deh. Mana sih Ayahh.
;;;;
1-Interior-1;Elara;;;WAHH! Tempat ini gak banyak berubah.
1-Interior-1;Elara;;;ASIKNY--
1-Interior-1;Elara;;;Eh, aku gak boleh berisik. Aku mau ngagetin Ayah kalo aku dah nyampe.
;;;;
1-Interior-2;Elara;;;Koleksi buku-buku Ayah.
1-Interior-2;Elara;;;Duh. Jadul-jalu banget. Bahkan banyak yang lebih tua dariku.
;;;;
1-Interior-3;Elara;;;Ada gelas kosong nih di meja.
1-Interior-3;Elara;;;Sepertinya ayah habis minum. Trus ditinggal entan ke mana.
;;;;
1-Interior-4;Elara;;;Pokok setelah ketemu Ayah, aku mau masak Mie.
1-Interior-4;Elara;;;Mie Instan with the view kan asik. Ntar makan di ayunan.
;;;;
1-Interior-5;Elara;;;Ini dia. Pintu ke mercusuar atas.
1-Interior-5;Elara;;;Biasanya ayah berjaga di atas sambil baca buku.
1-Interior-5;Elara;;;Kagetin ah!
;;;;
1-Interior-6;Elara;;;*terkunci
1-Interior-6;Elara;;;Gini aja terussss!
1-Interior-6;Elara;;;Ni Ayah ke mana coba. Di rruang sebelah kah??
;;;;
1-Interior-7;Elara;;;*terkunci
;;;;
1-Interior-8;Elara;;;Yap. Tentu.
1-Interior-8;Elara;;;Ayah gak ada di ruang kerjanya juga.
1-Interior-8;Elara;;;Aku coba <b>cek di meja</b> dulu kali, barangkali ayah ninggalin pesan ato apa gitu.
;;;;
1-Interior-9;Elara;;;Lehh. Kenapa ada foto robek-robek gini?
1-Interior-9;Elara;;;Sepertinya fotoku?
1-Interior-9;Elara;;;Pelanggaran berat Ayah ini.
1-Interior-9;Elara;;;Aku perbaiki dulu, deh.
;;;;
1-Interior-10;Elara;;;Nah selesai.
1-Interior-10;Elara;;;Kapan aku ambil foto ini. 
1-Interior-10;Elara;;;Bentar, ada tangggalnya.
1-Interior-10;Elara;;;16 Juli 199-
1-Interior-10;Elara;;;LAHH! 16 Juli bukannya kemaren? Perasaan aku baru nyampe siang ini.
1-Interior-10;Elara;;;Kok bisa aku udah ambil foto duluan?
1-Interior-10;Elara;;;Udahhhh. Semakin gak jelas di sini.
1-Interior-10;Elara;;;Aku harus nyari ayah. Kalo di dalem gak ada, brarti ada di luar.
;;;;
1-Interior-11;Elara;;;HAHHHH???!!!
1-Interior-11;Elara;;;Kokk tiba-tiba berantakan gini???
1-Interior-11;Elara;;;Ini gak lagi berantakan, tapi kek dah gak terawat.
1-Interior-11;Elara;;;Aduhh. Aku musti keluar.
;;;;
1-Interior-12;Elara;;;UDAH 3 KALIII. KETAMBAHAN YANG DI DALEM TADI.
1-Interior-12;Elara;;;FIX. Ada yang gak beres sama tempat ini.
1-Interior-12;Elara;;;Bener kataa om tadi, ni tempat angker.
1-Interior-12;Elara;;;Aku harus segera keluar dari tempat ini.
1-Interior-12;Elara;;;Ohya benar. Kupu-kupu!
1-Interior-12;Elara;;;Aku harus <b>cari kupu-kupu</b>!
;;;;
1-Interior-13;Elara;;;WAHHHHH???!!! APA PULAK ITU???
;;;;
1-Interior-14;Elara;;;ASOIGFJAOSIDGJOID
1-Interior-14;Elara;;;Aku barusan mati??
1-Interior-14;Elara;;;Astaga. Nggak-nggak. Aku masih di sini.
1-Interior-14;Elara;;;Yang pasti aku gak boleh nyentuh kabut itu. Aku harus segera lari.
;;;;
1-Interior-15;Elara;;;Ahhh. Berhaasil.
1-Interior-15;Elara;;;Serem banget asli. Gamau kejebak di sini lama-lama.
1-Interior-15;Elara;;;Kupuu-kupu. Mana kamuuu!
;;;;
1-Interior-16;Elara;;;Eh, tadi aku gak salah lihat, kan?
1-Interior-16;Elara;;;Ada bayangan mirip aku? Ato itu aku?
1-Interior-16;Elara;;;Semakin gak bener tempat ini. Aku harrus segera keluar.
1-Interior-16;Elara;;;Mana pintu keluarnya?
;;;;
1-Interior-17;Elara;;;Akhirnya aku kembali.
1-Interior-17;Elara;;;Aku harus cari jalan lain buat keluar.
;;;;
1-Interior-18;Elara;;;Astagaaa. Berarti aku gabisa lewat sini.
1-Interior-18;Elara;;;Adakah jalan lain di lantai 2?
;;;;
1-Interior-19;Elara;;;Bagus. Sekarang lantai 2 juga ikutan rusak.
1-Interior-19;Elara;;;Apa yang sebenarnya terjadi di sini?
1-Interior-19;Elara;;;Aku harus segera keluar dan cari ayah.
